datetime,rainfall,airtemp,airhum,windspeed,windir,airpress,uvrad,DoY,Jam
2022-09-12 13:00:00,0.0,32.5,70.68,4.95,-0.20645273449087873,1007.2,0.0,0.9839443255318616,0.9074467814501962
2022-09-12 14:00:00,0.0,31.8,69.9,3.9,0.9843819506325049,1006.2,0.0,0.9839443255318616,0.1367372182078336
2022-09-12 15:00:00,0.0,30.2,75.18,4.99,-0.48716134980334147,1005.9,0.0,0.9839443255318616,-0.7596879128588213
2022-09-12 16:00:00,0.0,28.8,86.82,3.13,-0.8796885924951523,1006.0,0.0,0.9839443255318616,-0.9576594803233847
2022-09-12 17:00:00,0.2,26.7,94.92,3.06,0.8754448901342752,1006.14,0.0,0.9839443255318616,-0.27516333805159693
2022-09-12 18:00:00,0.0,26.0,94.92,0.0,0.8754448901342752,1006.52,0.0,0.9839443255318616,0.6603167082440802
2022-09-12 19:00:00,0.0,24.9,94.92,0.1,0.20648222933781113,1007.52,0.0,0.9839443255318616,0.9887046181866692
2022-09-12 20:00:00,0.0,24.1,94.92,0.0,0.20648222933781113,1008.4,0.0,0.9839443255318616,0.40808206181339196
2022-09-12 21:00:00,0.0,23.9,94.92,0.0,0.20648222933781113,1009.06,0.0,0.9839443255318616,-0.5477292602242684
2022-09-12 22:00:00,0.0,23.5,94.92,0.0,0.20648222933781113,1009.74,0.0,0.9839443255318616,-0.9999608263946371
2022-09-12 23:00:00,0.0,23.3,94.92,0.0,0.20648222933781113,1010.02,0.0,0.9839443255318616,-0.5328330203333975
2022-09-13 00:00:00,0.0,22.8,94.92,0.0,0.20648222933781113,1009.68,0.0,0.3940720024354688,1.0
2022-09-13 01:00:00,0.0,22.4,94.92,0.0,0.20648222933781113,1009.2,0.0,0.3940720024354688,0.5403023058681398
2022-09-13 02:00:00,0.0,22.3,94.92,0.0,0.20648222933781113,1008.96,0.0,0.3940720024354688,-0.4161468365471424
2022-09-13 03:00:00,0.0,22.4,94.92,0.0,0.20648222933781113,1008.32,0.0,0.3940720024354688,-0.9899924966004454
2022-09-13 04:00:00,0.0,22.3,94.92,0.0,0.20648222933781113,1008.7,0.0,0.3940720024354688,-0.6536436208636119
2022-09-13 05:00:00,0.0,22.04,94.92,0.0,0.20648222933781113,1008.74,0.0,0.3940720024354688,0.28366218546322625
2022-09-13 06:00:00,0.0,22.0,94.92,0.0,0.20648222933781113,1009.68,0.0,0.3940720024354688,0.960170286650366
2022-09-13 07:00:00,0.0,,,,,,,0.3940720024354688,0.7539022543433046
2022-09-13 08:00:00,,,,,,,,0.3940720024354688,-0.14550003380861354
2022-09-13 09:00:00,0.0,29.8,79.3,6.64,-0.7931364191664784,1011.68,0.0,0.3940720024354688,-0.9111302618846769
2022-09-13 10:00:00,,,,,,,,0.3940720024354688,-0.8390715290764524
2022-09-13 11:00:00,0.0,32.8,67.44,8.31,0.05750252534912421,1010.92,0.0,0.3940720024354688,0.004425697988050785
2022-09-13 12:00:00,0.0,32.7,64.26,5.28,0.6864865509069841,1010.14,0.0,0.3940720024354688,0.8438539587324921
2022-09-13 13:00:00,0.0,33.0,63.58,6.29,-0.19781357400426822,1008.98,0.0,0.3940720024354688,0.9074467814501962
2022-09-13 14:00:00,0.0,34.9,56.16,4.97,-0.06633693633562374,1007.9,0.0,0.3940720024354688,0.1367372182078336
2022-09-13 15:00:00,0.0,33.2,59.52,6.32,0.31742870151970165,1007.5,0.0,0.3940720024354688,-0.7596879128588213
2022-09-13 16:00:00,0.0,33.1,60.92,8.45,-0.626444447910339,1007.6,0.0,0.3940720024354688,-0.9576594803233847
2022-09-13 17:00:00,0.0,30.7,72.72,5.9,-0.3672913304546965,1007.8,0.0,0.3940720024354688,-0.27516333805159693
2022-09-13 18:00:00,0.0,27.06,88.92,0.96,-0.5550882279566577,1008.96,0.0,0.3940720024354688,0.6603167082440802
2022-09-13 19:00:00,0.0,26.0,92.9,0.24,-0.9899924966004454,1010.2,0.0,0.3940720024354688,0.9887046181866692
2022-09-13 20:00:00,0.0,25.7,94.36,0.29,-0.9899924966004454,1011.2,0.0,0.3940720024354688,0.40808206181339196
2022-09-13 21:00:00,0.0,26.1,90.8,2.67,-0.5913696841443247,1011.62,0.0,0.3940720024354688,-0.5477292602242684
2022-09-13 22:00:00,0.0,25.4,93.9,1.76,0.9968309933617175,1012.0,0.0,0.3940720024354688,-0.9999608263946371
2022-09-13 23:00:00,0.0,24.74,94.92,1.01,0.08395943674184847,1011.9,0.0,0.3940720024354688,-0.5328330203333975
2022-09-14 00:00:00,0.0,24.5,94.92,1.26,0.08395943674184847,1011.62,0.0,-0.5490636046617444,1.0
2022-09-14 01:00:00,,,,,,,,-0.5490636046617444,0.5403023058681398
2022-09-14 02:00:00,0.0,23.94,94.92,0.0,0.6055278749869898,1010.42,0.0,-0.5490636046617444,-0.4161468365471424
2022-09-14 03:00:00,0.0,23.78,94.92,0.08,0.6055278749869898,1010.2,0.0,-0.5490636046617444,-0.9899924966004454
2022-09-14 04:00:00,0.0,23.5,94.92,0.0,-0.8090099069535975,1010.4,0.0,-0.5490636046617444,-0.6536436208636119
2022-09-14 05:00:00,0.0,23.36,94.92,0.0,-0.8090099069535975,1010.48,0.0,-0.5490636046617444,0.28366218546322625
2022-09-14 06:00:00,,,,,,,,-0.5490636046617444,0.960170286650366
2022-09-14 07:00:00,0.0,25.0,94.92,0.0,-0.8090099069535975,1011.6,0.0,-0.5490636046617444,0.7539022543433046
2022-09-14 08:00:00,0.0,28.5,80.4,5.6,-0.22374095013558368,1012.0,0.0,-0.5490636046617444,-0.14550003380861354
2022-09-14 09:00:00,0.0,30.2,71.96,12.08,0.9217512697247493,1012.18,0.0,-0.5490636046617444,-0.9111302618846769
2022-09-14 10:00:00,0.0,32.2,66.34,11.72,0.8711474010323434,1011.94,0.0,-0.5490636046617444,-0.8390715290764524
